55.047,52.947
51.043,56.211
52.967,54.034
48.279,58.129
53.817,55.267
54.509,52.865
55.897,52.017
49.566,56.36
48.793,56.07
54.672,54.622
54.579,54.109
53.594,55.17
53.729,55.8
50.891,55.409
54.842,55.717
53.797,55.421
53.195,55.217
53.229,55.644
54.58,55.311
50.357,57.216
50.156,56.341
55.324,54.014
52.386,55.66
56.966,52.598
53.871,54.275
53.432,54.77
55.146,54.418
54.526,55.137
55.39,54.771
53.285,54.484
54.117,54.743
56.38,52.776
50.39,58.602
56.143,53.417
48.506,58.057
54.587,54.7
52.512,55.363
52.061,56.992
57.228,54.183
48.664,56.813
56.741,53.009
48.093,55.666
55.506,53.378
51.086,57.929
53.3,55.614
55.685,52.767
56.802,53.449
54.074,52.89
50.222,55.686
48.535,56.346
55.385,55.815
49.95,55.844
54.557,52.792
49.217,55.606
50.819,57.134
55.008,56.048
48.633,55.873
53.467,55.873
48.562,56.195
48.181,56.94
55.662,54.077
54.479,52.157
55.579,52.455
48.05,56.619
52.665,56.921
56.73,53.044
56.821,53.963
55.854,52.804
53.944,54.139
52.28,56.428
48.376,56.437
48.5,58.15
52.825,55.886
56.281,52.286
52.467,54.264
52.076,54.739
55.182,53.366
51.437,56.469
55.191,55.283
48.238,56.932
54.367,55.565
56.407,52.292
51.825,56.73
56.331,51.893
53.791,53.081
54.872,52.188
51.804,55.949
50.147,56.784
51.206,55.807
57.401,53.127
52.698,56.591
52.746,54.775
54.847,53.309
51.648,56.875
52.133,55.628
54.091,56.061
51.216,55.11
52.913,56.49
52.45,55.728
49.808,57.167
54.506,55.763
56.026,53.5
49.105,56.777
50.014,54.957
53.888,55.272
49.703,57.435
55.982,52.386
52.982,54.506
53.765,54.998
56.059,55.094
55.357,52.913
48.699,57.983
49.804,56.351
54.059,54.825
54.129,55.767
54.086,54.024
54.65,54.107
55.383,54.022
49.878,57.166
53.292,56.023
54.783,52.303
49.442,56.79
52.17,57.171
54.131,55.016
54.093,54.67
48.391,57.474
56.281,53.25
54.911,54.702
53.527,55.974
55.147,55.501
50.097,56.076
48.752,56.795
53.837,56.639
48.16,56.796
53.199,54.064
49.189,56.231
50.28,57.291
57.74,52.846
52.511,54.93
51.978,53.83
56.176,53.442
55.387,53.944
55.156,53.825
53.613,55.202
53.346,56.736
55.128,55.586
55.765,53.674
53.268,55.876
48.446,56.688
53.699,55.434
55.934,54.504
52.992,53.745
52.906,55.745
48.817,56.342
56.102,51.817
55.307,53.661
55.322,52.816
52.117,54.722
52.498,55.339
49.58,56.17
55.619,52.373
51.752,55.9
53.29,55.652
53.87,54.345
55.628,54.891
52.038,56.712
51.766,56.531
52.054,58.107
53.385,54.464
52.247,55.531
53.437,54.567
54.143,54.896
55.916,53.988
53.179,54.09
50.575,56.172
48.031,55.283
52.158,55.563
56.375,53.267
54.111,53.923
52.815,56.082
51.695,55.437
53.776,55.437
54.812,57.149
50.821,56.377
50.91,55.972
51.797,56.311
50.935,56.069
54.328,55.11
54.78,54.088
50.108,55.799
55.182,52.957
55.118,55.101
48.435,57.394
51.476,56.326
54.97,53.774
54.567,54.371
49.179,57.103
54.961,54.641
50.965,57.559
50.404,57.103
54.675,54.025
53.479,54.207
51.524,56.69
48.279,57.632
51.868,57.2
53.728,55.773
53.423,55.981
51.59,56.639
52.635,56.886
51.207,58.318
52.328,55.238
48.832,56.894
51.808,56.255
49.943,57.064
56.448,52.687
53.8,53.941
55.148,54.532
54.482,55.067
55.634,52.385
54.5,56.187
55.702,53.595
58.617,53.481
56.476,53.455
55.001,54.871
56.162,52.595
52.941,55.249
54.412,54.739
50.22,55.53
56.011,52.839
49.241,55.73
51.817,56.316
56.885,52.741
56.596,52.107
57.214,53.655
49.758,57.379
49.63,56.146
48.262,56.516
52.017,55.423
51.151,54.707
56.005,54.644
54.406,53.857
51.608,54.579
54.217,54.78
53.314,55.851
53.617,53.335
52.797,56.303
50.42,57.596
50.786,55.934
50.486,57.333
52.794,54.371
54.084,54.092
50.024,55.572
55.042,54.008
51.707,56.494
54.498,54.013
54.09,53.302
50.712,54.418
51.285,55.871
54.835,53.676
52.088,56.669
51.765,57.338
56.227,53.279
49.221,57.981
52.659,55.296
55.731,51.49
55.357,55.241
54.794,54.171
56.671,52.97
56.483,52.88
55.793,52.593
51.505,56.551
52.883,55.701
56.299,53.514
54.177,54.449
48.913,56.445
56.07,52.854
55.198,54.012
54.738,54.956
53.251,57.201
53.487,55.451
49.645,57.019
52.459,56.395
49.947,57.639
52.366,55.92
48.915,57.004
52.675,57.205
55.048,55.291
49.594,57.782
52.229,56.549
48.717,56.991
49.777,55.972
51.852,55.525
56.209,53.547
52.619,55.276
54.602,53.475
55.088,54.394
52.203,55.85
51.889,56.191
53.066,56.946
51.969,56.391
53.17,62.444
51.563,62.761
49.844,60.132
50.135,61.764
50.158,60.084
54.233,62.869
49.915,60.15
51.772,61.359
49.688,59.108
48.745,57.087
53.185,61.908
48.363,58.083
47.853,60.556
45.136,57.908
46.401,57.909
54.405,62.892
47.968,56.702
53.358,61.711
52.911,61.391
53.9,59.813
48.281,56.724
49.032,59.12
48.949,60.206
54.61,63.602
52.96,62.188
46.801,57.528
46.717,57.091
46.918,57.499
46.576,59.224
54.932,61.572
48.004,60.193
48.257,59.054
49.742,59.602
49.706,61.215
50.431,62.129
45.483,58.957
48.546,57.96
48.455,59.756
50.687,61.094
48.05,57.736
49.119,60.62
51.654,61.17
53.192,63.016
48.078,56.098
51.31,60.178
51.53,61.982
46.69,59.266
45.774,58.432
46.786,57.977
47.933,57.523
48.471,56.599
52.125,62.184
48.671,61.384
53.008,60.803
52.626,60.912
49.18,58.606
48.821,60.406
47.717,58.851
51.283,59.787
52.104,60.657
49.359,61.369
51.739,59.885
48.964,58.132
48.996,59.507
49.532,60.464
50.669,60.686
54.186,61.648
49.922,60.737
47.543,59.221
49.402,60.027
47.588,59.75
49.209,58.338
49.935,59.417
51.443,60.606
47.745,56.975
54.042,62.925
49.977,58.438
50.522,61.935
45.14,59.003
48.85,58.786
52.79,61.523
49.661,58.36
50.126,59.847
47.86,57.635
52.098,61.639
50.951,60.057
50.782,61.22
53.324,60.507
51.729,62.503
46.132,58.012
54.016,61.361
48.742,60.135
50.005,59.81
54.509,60.663
47.199,59.025
48.656,59.285
52.676,60.454
47.766,59.111
48.152,57.643
51.973,61.57
47.923,58.963
47.127,56.702
52.147,62.607
49.493,62.157
52.98,60.944
48.32,56.912
53.678,63.645
48.987,56.463
47.93,59.193
52.077,60.639
46.462,58.711
50.07,62.589
45.913,58.162
46.468,59.676
47.314,59.814
51.064,60.954
52.574,62.277
52.646,62.001
50.353,60.075
54.639,61.555
50.697,61.777
48.174,61.411
49.077,59.406
50.212,59.656
46.627,60.256
46.323,58.966
46.561,57.889
51.466,60.814
48.723,58.711
54.177,61.374
52.571,62.696
52.003,60.881
52.873,62.016
48.245,59.375
51.353,58.127
48.314,59.264
49.61,60.163
53.682,62.817
50.814,62.888
47.54,57.609
47.762,59.19
46.671,57.435
47.024,59.134
48.864,59.829
48.059,59.345
53.71,61.556
45.024,60.315
52.382,62.344
47.093,57.036
51.347,59.731
48.296,57.449
51.275,60.178
47.097,57.759
48.275,59.133
46.287,58.377
49.236,60.803
49.489,59.628
46.557,56.876
47.395,58.896
49.058,61.128
52.469,62.094
51.743,62.337
48.175,59.402
47.801,56.641
49.709,60.63
54.227,61.761
52.604,61.107
48.272,58.576
51.894,61.604
47.802,59.106
50.746,61.351
47.477,58.69
53.666,60.294
53.809,62.871
52.096,62.634
49.747,59.255
52.597,61.653
48.258,60.479
54.902,61.217
48.872,60.344
51.692,61.782
53.767,61.805
46.959,57.546
48.784,58.721
46.265,58.657
50.868,60.874
49.557,58.674
48.88,59.074
48.726,59.042
47.05,57.061
50.24,60.999
52.243,62.561
54.331,61.725
50.264,60.249
47.943,60.031
46.921,58.946
50.357,60.353
54.361,61.633
52.09,62.367
49.713,60.105
52.064,62.66
48.616,59.241
52.675,60.75
47.268,58.106
49.694,60.461
54.727,62.06
52.48,62.015
46.306,59.839
46.681,56.943
48.006,56.97
53.99,60.685
51.75,60.329
52.425,61.913
50.624,61.378
46.864,58.482
48.029,59.531
49.564,60.322
49.74,60.798
47.96,57.849
53.564,60.14
46.828,58.426
52.346,62.792
53.446,61.779
47.848,60.356
51.462,61.367
53.923,60.802
52.551,60.708
50.418,61.278
53.911,61.53
49.307,58.358
53.088,58.533
54.562,61.912
54.578,62.09
50.057,60.708
51.659,59.648
54.053,63.247
52.611,60.85
52.493,62.957
50.165,60.476
52.721,60.931
52.728,61.056
48.953,58.123
48.009,59.116
50.684,59.86
48.57,59.439
51.031,61.818
48.27,60.369
48.138,58.758
50.357,59.796
52.186,61.894
52.239,61.698
46.095,58.103
49.377,59.836
52.721,61.453
51.091,61.305
52.71,60.641
48.784,63.16
46.541,57.679
47.901,58.851
48.822,60.535
45.907,58.726
49.912,60.914
51.834,61.489
45.238,57.944
54.476,61.264
50.471,60.964
51.609,63.217
46.567,57.033
48.737,57.742
51.764,62.072
47.034,59.063
46.932,58.188
48.383,58.904
52.824,63.164
47.506,57.777
53.595,60.612
47.822,61.725
46.818,60.512
46.009,58.41
53.959,62.482
54.834,62.138
49.897,61.096
49.178,61.28
48.885,58.32
47.153,57.726
54.74,63.66
50.15,60.61
53.617,61.587
47.579,58.374
51.214,60.662
50.929,60.895
52.797,61.313
53.932,61.035
52.424,62.195
52.52,61.587
52.815,62.75
51.468,60.719
50.656,60.335
54.403,60.767
51.069,62.265
50.819,60.462
50.536,56.867
50.425,62.859
47.954,56.203
47.334,57.378
48.762,60.886
49.017,59.6
46.692,58.28
46.979,57.676
48.349,59.728
52.021,60.3
47.677,58.396
49.157,59.254
47.463,60.847
53.312,62.566
46.538,58.275
54.576,60.945
49.745,58.329
53.8,63.291
53.094,62.294
53.453,60.797
53.619,62.099
47.834,58.75
50.052,59.526
45.985,57.917
54.45,61.88
47.868,58.435
53.403,60.525
49.93,59.49
46.993,60.166
50.39,59.362
46.523,58.415
46.975,57.898
47.624,56.894
54.918,62.436
47.663,60.554
54.636,61.71
54.606,62.451
47.793,58.166
53.784,63.136
47.3,57.609
48.798,60.927
52.522,60.448
47.253,56.911
49.603,59.076
50.189,61.654
50.661,60.911
51.726,60.399
52.951,62.347
53.59,61.928
54.776,61.991
50.998,61.534
50.228,59.665
52.947,60.423
51.267,60.81
50.698,60.157
46.76,59.355
48.906,61.564
52.424,60.361
46.704,57.387
53.351,62.883
49.018,61.53
46.474,57.465
46.961,58.65
52.759,62.565
53.224,61.883
49.345,58.538
51.906,60.625
47.196,57.631
50.188,61.085
50.755,62.285
54.111,60.001
52.166,61.577
50.832,60.604
49.682,58.346
48.09,59.287
52.073,60.62
48.684,60.097
49.973,60.88
47.405,57.097
50.474,60.728
50.982,60.182
46.208,57.497
45.972,59.538
51.275,60.251
47.839,59.076
48.301,59.639
47.81,56.376
52.407,60.255
49.02,59.883
48.46,61.117
46.654,59.32
49.545,60.559
48.596,60.011
47.177,57.665
47.527,58.416
47.773,58.606
52.439,62.406
52.478,61.386
51.238,61.036
52.558,62.963
52.365,62.648
51.645,59.756
51.003,61.963
48.229,57.528
46.902,57.873
46.922,56.769
51.511,61.432
50.615,59.859
46.931,57.46
47.249,59.167
47.4,56.485
53.512,59.629
48.761,59.119
50.465,60.564
50.888,61.931
52.212,62.053
49.224,60.005
49.986,60.437
44.619,58.296
49.69,59.62
49.297,60.387
53.152,61.704
50.862,61.222
54.355,60.246
48.37,60.152
45.89,58.116
50.946,61.584
46.815,57.32
54.829,61.37
50.062,60.321
51.506,62.013
52.767,61.832
51.947,62.238
51.869,61.899
54.958,62.21
53.853,63.06
47.106,58.069
46.806,57.587
46.662,59.286
53.824,61.97
47.318,58.343
49.285,58.807
49.673,59.983
46.881,58.58
50.795,60.459
47.87,56.803
47.497,60.289
47.995,59.022
50.685,61.035
51.217,61.513
53.654,62.248
51.902,59.998
51.754,60.236
47.375,59.606
52.993,61.218
45.929,58.668
51.975,63.376
54.897,60.799
50.271,60.448
51.252,60.332
48.279,60.989
48.545,61.193
50.355,61.539
46.966,57.967
53.497,62.718
49.115,59.277
51.269,61.147
47.661,58.874
49.544,61.015
54.899,61.482
47.86,57.318
46.535,56.983
49.212,63.007
51.71,60.311
54.824,62.614
54.494,62.474
49.165,58.154
49.576,60.137
49.64,61.334
49.244,58.49
53.713,61.509
51.455,61.895
52.537,61.204
50.706,59.11
46.051,57.43
52.799,61.258
54.964,62.342
53.173,61.79
46.56,57.385
47.606,57.347
50.024,61.345
49.479,59.08
53.202,63.387
52.31,63.269
46.837,56.775
47.805,59.387
46.664,57.725
47.849,59.505
48.029,60.363
48.484,55.387
46.717,57.255
48.094,56.465
47.868,56.673
46.808,56.937
47.384,56.653
46.923,57.468
48.887,55.445
48.487,55.661
46.667,57.63
50.733,53.631
50.468,53.921
47.725,56.492
47.858,55.905
49.552,54.615
47.448,56.973
48.162,56.366
46.574,57.401
49.631,54.412
49.976,54.631
47.37,57.778
50.094,53.515
46.377,57.076
47.719,55.617
46.473,57.384
47.38,56.21
48.2,55.85
49.673,54.313
47.123,56.273
49.903,54.029
49.351,55.072
47.295,56.865
50.101,53.932
46.65,56.812
46.536,57.655
50.79,53.925
48.371,55.487
50.839,54.31
49.019,54.924
46.524,57.548
46.988,56.919
49.22,55.335
50.018,54.625
48.757,54.987
47.699,56.435
46.336,56.926
48.21,55.671
48.74,54.84
49.424,54.635
49.858,54.667
49.25,54.37
47.233,56.807
50.105,54.132
47.4,56.774
47.559,57.121
48.958,55.386
47.929,55.725
49.651,54.376
46.507,56.361
47.766,56.454
46.196,57.561
49.474,54.882
46.741,58.144
47.96,55.467
49.901,54.274
48.406,54.738
47.724,55.392
49.887,54.028
47.972,55.604
47.868,57.123
48.818,55.633
48.409,55.837
48.533,55.66
50.493,53.491
48.008,57.055
47.148,57.886
46.486,57.255
49.682,54.997
48.166,56.663
47.143,56.925
47.338,57.346
47.953,56.106
47.346,55.37
50.169,54.477
48.148,54.563
47.272,57.475
50.373,54.15
47.259,57.351
46.637,57.175
47.207,57.323
46.989,56.428
49.609,54.231
47.552,58.332
47.057,58.077
50.123,54.573
46.582,57.773
50.438,54.869
49.344,54.751
48.436,55.65
49.617,54.263
47.529,56.365
46.597,58.078
49.562,54.268
48.097,56.345
48.325,55.413
47.947,55.754
48.461,55.504
50.77,54.205
48.748,55.197
46.688,56.791
46.841,56.994
49.544,54.775
48.67,56.144
50.773,54.275
46.752,57.845
50.396,54.78
46.517,57.493
50.245,54.514
46.473,57.856
49.388,54.578
46.414,57.716
49.285,55.442
47.882,55.652
48.043,55.567
49.474,54.821
47.776,55.866
47.016,57.073
50.215,54.689
49.228,55.171
47.756,55.804
46.449,57.595
50.958,54.256
50.392,54.203
48.896,54.466
48.996,55.534
46.545,58.013
47.71,55.625
46.514,57.703
48.499,56.111
49.985,54.161
49.367,53.832
48.474,55.906
47.925,55.466
48.744,55.071
48.216,56.364
48.604,55.916
45.922,57.74
48.901,55.766
46.728,57.259
46.265,57.884
49.844,54.111
48.115,54.709
47.315,56.996
47.768,57.146
49.179,54.022
47.913,55.587
48.96,55.022
47.13,58.428
46.315,56.915
49.756,54.389
47.075,57.617
49.64,54.794
47.877,55.917
48.754,55.76
49.255,54.619
48.662,55.676
47.32,55.311
50.554,53.702
47.614,56.87
49.2,54.953
49.352,54.695
47.665,56.577
48.203,56.343
46.318,56.931
49.914,54.631
46.248,57.9
47.753,55.759
49.838,54.614
50.294,54.056
49.762,55.011
46.632,57.492
47.923,55.877
47.408,56.945
50.721,54.275
46.756,56.925
49.57,54.796
49.962,53.796
48.716,55.359
46.647,57.965
48.377,55.967
47.405,55.678
48.12,56.522
48.446,56.213
47.409,56.097
49.415,54.717
46.685,58.18
47.694,56.35
46.298,57.456
49.05,55.625
47.97,56.54
